street,ward,district,city,size,property_legal_document,bed_rooms,toilets,floors,price,house_type
Huỳnh Thúc Kháng,Nam Dương,Hải Châu,Đà Nẵng,53.0,1,4,3,3,3.8,1
Nam Sơn 3,Hòa Cường Bắc,Hải Châu,Đà Nẵng,81.0,1,2,1,2,5.4,1
An Trung 1,An Hải Tây,Sơn Trà,Đà Nẵng,63.0,1,2,1,2,3.4,1
Ỷ Lan Nguyên Phi,Hòa Cường Bắc,Hải Châu,Đà Nẵng,88.0,1,4,3,3,7.3,1
Võ Duy Ninh,Thọ Quang,Sơn Trà,Đà Nẵng,129.0,1,3,2,2,5.5,1
Vũ Trọng Phụng,Hòa Cường Nam,Hải Châu,Đà Nẵng,70.0,1,4,2,2,4.6,1
Châu Văn Liêm,Thuận Phước,Hải Châu,Đà Nẵng,70.0,1,3,3,3,4.85,1
Nguyễn Hữu Thọ,Hòa Thuận Tây,Hải Châu,Đà Nẵng,90.0,1,4,2,3,18.0,1
Huỳnh Tấn Phát,Hòa Cường Bắc,Hải Châu,Đà Nẵng,95.0,1,3,3,2,9.1,1
Nguyễn Hữu Dật,Hòa Cường Bắc,Hải Châu,Đà Nẵng,100.0,1,6,6,4,10.5,1
Nguyễn Hữu Dật,Hòa Cường Bắc,Hải Châu,Đà Nẵng,116.0,1,10,10,4,12.7,1
Cao Bá Quát,An Hải Bắc,Sơn Trà,Đà Nẵng,72.0,1,3,3,3,8.5,1
Dương Bá Trạc,Hải Châu,Hải Châu,Đà Nẵng,90.0,1,3,3,3,6.8,1
Thái Phiên,Hải Châu,Hải Châu,Đà Nẵng,100.0,1,6,6,5,23.0,1
Chi Lăng,Hải Châu,Hải Châu,Đà Nẵng,132.0,1,6,6,4,25.5,1
Nguyễn Hoàng,Vĩnh Trung,Thanh Khê,Đà Nẵng,100.0,1,3,3,4,16.5,1
Nguyễn Xuân Nhĩ,Hòa Cường Nam,Hải Châu,Đà Nẵng,56.0,1,3,2,3,4.25,1
Hàn Thuyên,Hòa Cường Bắc,Hải Châu,Đà Nẵng,113.0,1,10,10,5,10.0,1
Hàm Nghi,Thạc Gián,Thanh Khê,Đà Nẵng,85.5,1,4,4,5,22.5,1
Trường Chinh,An Khê,Thanh Khê,Đà Nẵng,73.0,1,3,3,2,4.8,1
Nguyễn Hữu Thọ,Hòa Thuận Tây,Hải Châu,Đà Nẵng,85.0,1,3,3,3,14.5,1
Dũng Sĩ Thanh Khê,Hòa Khê,Thanh Khê,Đà Nẵng,51.0,1,1,1,2,5.25,1
Chu Văn An,Bình Hiên,Hải Châu,Đà Nẵng,125.0,1,3,3,7,20.0,1
Mạc Thị Bưởi,Hòa Cường Bắc,Hải Châu,Đà Nẵng,86.0,1,3,3,2,5.2,1
Nguyễn Hoàng,Bình Hiên,Hải Châu,Đà Nẵng,55.0,1,3,3,3,12.6,1
Nguyễn Hữu Thọ,Hòa Cường Bắc,Hải Châu,Đà Nẵng,90.0,1,3,3,3,18.0,1
Xô Viết Nghệ Tĩnh,Hòa Cường Nam,Hải Châu,Đà Nẵng,150.0,1,4,4,3,15.2,1
Nguyễn Xiển,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,110.0,1,12,5,4,10.1,1
Lê Ngân,Khuê Trung,Cẩm Lệ,Đà Nẵng,102.2,1,3,3,2,6.25,1
Phan Đăng Lưu,Hòa Cường Bắc,Hải Châu,Đà Nẵng,100.0,1,3,3,3,14.5,1
Nguyễn Văn Linh,Phước Ninh,Hải Châu,Đà Nẵng,106.0,1,3,3,2,26.0,1
Phan Đăng Lưu,Hòa Cường Bắc,Hải Châu,Đà Nẵng,97.0,1,5,5,5,20.0,1
Nguyễn Hoàng,Bình Thuận,Hải Châu,Đà Nẵng,55.0,1,3,3,3,12.599,1
Lê Lợi,Hải Châu 1,Hải Châu,Đà Nẵng,87.0,1,4,4,3,16.7,1
Nguyễn Hữu Dật,Hòa Cường Bắc,Hải Châu,Đà Nẵng,101.0,1,3,3,2,11.6,1
Nguyễn Duy Hiệu,An Hải Bắc,Sơn Trà,Đà Nẵng,100.0,1,3,3,2,7.8,1
Trần Cao Vân,Thanh Lộc Đán,Thanh Khê,Đà Nẵng,45.0,1,3,3,3,5.7,1
An Thượng 6,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,67.5,1,3,3,3,9.1,1
Ung Văn Khiêm,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,56.0,1,3,3,3,5.3,1
Nguyễn Xiển,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,110.0,1,9,10,4,8.3,1
Hồ Nghinh,Phước Mỹ,Sơn Trà,Đà Nẵng,120.0,9,25,25,5,21.5,1
Võ Nguyên Giáp,Phước Mỹ,Sơn Trà,Đà Nẵng,600.0,1,100,100,22,167.0,1
Nguyễn Văn Linh,Nam Dương,Hải Châu,Đà Nẵng,106.0,1,3,3,4,27.0,1
Trần Hưng Đạo,An Hải Bắc,Sơn Trà,Đà Nẵng,125.0,1,4,4,7,22.0,1
Hoàng Diệu,Nam Dương,Hải Châu,Đà Nẵng,2020.0,1,5,5,5,32.0,1
An Thượng 3,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,90.0,1,11,11,7,16.0,1
Nguyễn Lương Bằng,Hòa Hiệp Bắc,Liên Chiểu,Đà Nẵng,255.0,1,1,1,4,0.02,1
Hồ Nghinh,Mân Thái,Sơn Trà,Đà Nẵng,100.0,1,16,16,6,0.02,1
Nguyễn Hữu Thọ,Hòa Cường Bắc,Hải Châu,Đà Nẵng,500.0,1,3,3,4,75.0,1
Hoàng Văn Thụ,Phước Ninh,Hải Châu,Đà Nẵng,123.0,1,3,2,3,8.0,1
Đào Tấn,Hòa Cường Bắc,Hải Châu,Đà Nẵng,69.0,1,2,2,3,5.0,1
Hồ Nghinh,Phước Mỹ,Sơn Trà,Đà Nẵng,150.0,1,100,100,5,22.0,1
Phan Liên,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,130.0,1,30,30,10,39.0,1
Kinh Dương Vương,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng,85.0,1,4,4,3,0.02,1
Trần Hưng Đạo,Nại Hiên Đông,Sơn Trà,Đà Nẵng,144.0,1,3,3,3,11.231,1
An Trung 1,An Hải Tây,Sơn Trà,Đà Nẵng,52.0,1,3,4,3,4.5,1
Trần Thanh Mại,An Hải Bắc,Sơn Trà,Đà Nẵng,73.2,1,4,3,3,8.3,1
Yên Khê 2,Thanh Khê Đông,Thanh Khê,Đà Nẵng,85.0,1,3,3,3,7.0,1
Mai Am,Thuận Phước,Hải Châu,Đà Nẵng,50.0,1,3,3,4,4.79,1
Phan Châu Trinh,Phước Ninh,Hải Châu,Đà Nẵng,80.0,1,4,4,4,15.0,1
Phan Kế Bính,Thuận Phước,Hải Châu,Đà Nẵng,130.0,1,2,1,3,13.0,1
Phước Mỹ 1,Phước Mỹ,Sơn Trà,Đà Nẵng,90.0,1,6,6,5,11.75,1
Tôn Đức Thắng,Hòa Minh,Liên Chiểu,Đà Nẵng,65.0,1,4,4,4,7.2,1
Cù Chính Lan,Hòa Khê,Thanh Khê,Đà Nẵng,64.8,9,4,3,3,6.8,1
Xô Viết Nghệ Tĩnh,Hòa Cường Nam,Hải Châu,Đà Nẵng,302.5,9,3,3,3,32.0,1
Đinh Tiên Hoàng,Tam Thuận,Thanh Khê,Đà Nẵng,120.0,1,4,3,2,6.25,1
Lê Minh Trung,Phước Mỹ,Sơn Trà,Đà Nẵng,103.0,1,5,4,3,10.0,1
Nguyễn Tri Phương,Hòa Cường Nam,Hải Châu,Đà Nẵng,176.0,9,7,7,3,15.6,1
Phần Lăng 11,Hòa Khê,Thanh Khê,Đà Nẵng,81.0,1,3,3,3,6.2,1
Yên Khê 2,Thanh Khê Tây,Thanh Khê,Đà Nẵng,104.4,1,4,3,3,5.9,1
Đặng Minh Khiêm,Hòa Minh,Liên Chiểu,Đà Nẵng,84.0,1,3,2,3,4.7,1
Phan Phú Tiên,Thanh Khê Tây,Thanh Khê,Đà Nẵng,58.5,1,3,2,2,3.95,1
An Thượng 21,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,51.0,1,2,2,2,3.8,1
Hùng Vương,Hải Châu 1,Hải Châu,Đà Nẵng,107.5,1,6,6,3,28.0,1
Hoài Thanh,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,100.0,1,12,12,4,10.5,1
Đặng Dung,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,100.0,1,2,2,3,9.5,1
Nguyễn Xí,Hòa Minh,Liên Chiểu,Đà Nẵng,100.0,1,3,3,2,6.6,1
Hồ Nghinh,Phước Mỹ,Sơn Trà,Đà Nẵng,190.0,1,23,26,8,75.45,1
Dương Đình Nghệ,An Hải Bắc,Sơn Trà,Đà Nẵng,184.0,1,12,12,7,37.75,1
Núi Thành,Hòa Cường Nam,Hải Châu,Đà Nẵng,64.0,1,3,3,3,3.55,1
Nguyễn Đôn Tiết,Thuận Phước,Hải Châu,Đà Nẵng,80.0,1,3,4,3,8.5,1
Tống Phước Phổ,Hòa Cường Bắc,Hải Châu,Đà Nẵng,67.5,1,4,3,3,6.5,1
Hải Hồ,Thanh Bình,Hải Châu,Đà Nẵng,75.0,9,4,4,3,8.8,1
Cù Chính Lan,Hòa Khê,Thanh Khê,Đà Nẵng,64.0,9,4,4,3,8.5,1
Đinh Tiên Hoàng,Tam Thuận,Thanh Khê,Đà Nẵng,120.6,1,4,4,2,6.5,1
Chế Lan Viên,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,926.0,1,6,6,5,64.8,1
Trần Cao Vân,Xuân Hà,Thanh Khê,Đà Nẵng,92.6,1,3,2,2,13.5,1
30 Tháng 4,Hòa Cường Bắc,Hải Châu,Đà Nẵng,572.0,1,7,6,5,55.0,1
Dương Đình Nghệ,An Hải Bắc,Sơn Trà,Đà Nẵng,100.0,1,10,10,8,20.0,1
Đặng Trần Côn,Thọ Quang,Sơn Trà,Đà Nẵng,124.0,1,1,1,2,4.6,1
Hà Bổng,Phước Mỹ,Sơn Trà,Đà Nẵng,101.5,1,5,5,1,18.5,1
Ngô Thế Vinh,Hòa Thuận Tây,Hải Châu,Đà Nẵng,218.0,1,5,5,3,17.5,1
Nguyễn Xuân Khoát,An Hải Bắc,Sơn Trà,Đà Nẵng,90.0,1,3,3,2,10.5,1
An Thượng 4,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,120.0,1,6,6,5,27.0,1
Hàm Nghi,Vĩnh Trung,Thanh Khê,Đà Nẵng,85.0,1,7,7,5,19.7,1
Bùi Thị Xuân,An Hải Bắc,Sơn Trà,Đà Nẵng,112.0,1,5,5,3,14.0,1
Trần Nguyên Đán,Hòa Minh,Liên Chiểu,Đà Nẵng,80.0,1,4,4,3,5.4,1
Phước Mỹ 1,Phước Mỹ,Sơn Trà,Đà Nẵng,241.0,1,5,5,4,29.5,1
Võ Nguyên Giáp,Phước Mỹ,Sơn Trà,Đà Nẵng,600.0,9,31,31,20,320.0,1
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,75.0,1,4,5,3,4.5,1
Phan Châu Trinh,Hải Châu 1,Hải Châu,Đà Nẵng,132.0,1,3,3,3,23.0,1
Cao Bá Quát,An Hải Tây,Sơn Trà,Đà Nẵng,64.0,1,3,3,3,5.5,1
An Thượng 15,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,60.0,1,5,5,7,10.0,1
Chế Lan Viên,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,525.0,1,10,10,5,36.8,1
Tố Hữu,Hòa Cường Bắc,Hải Châu,Đà Nẵng,87.75,1,4,3,2,7.8,1
Hồ Nghinh,An Hải Bắc,Sơn Trà,Đà Nẵng,81.0,9,10,10,6,17.0,1
Mỹ An 16,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,66.4,1,3,3,3,6.0,1
Đông Du,An Hải Bắc,Sơn Trà,Đà Nẵng,56.0,1,3,2,3,3.3,1
Triệu Việt Vương,An Hải Đông,Sơn Trà,Đà Nẵng,125.0,1,1,1,7,24.0,1
An Thượng 11,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,91.0,1,6,6,3,15.0,1
Tiên Sơn 17,Hòa Cường Nam,Hải Châu,Đà Nẵng,70.2,1,3,2,3,4.15,1
Âu Cơ,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,199.5,1,4,4,3,12.0,1
Phùng Chí Kiên,Hòa Minh,Liên Chiểu,Đà Nẵng,75.0,1,2,2,3,4.0,1
Trưng Nữ Vương,Hòa Thuận Tây,Hải Châu,Đà Nẵng,76.0,1,3,2,2,3.0,1
Dương Đình Nghệ,An Hải Bắc,Sơn Trà,Đà Nẵng,110.0,9,5,5,3,14.0,1
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,72.6,1,3,2,2,3.8,1
Ngô Thì Nhậm,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,97.0,1,3,3,2,6.7,1
Điện Biên Phủ,Thạc Gián,Thanh Khê,Đà Nẵng,71.7,1,3,3,2,3.5,1
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,76.5,1,4,5,3,11.0,1
Phan Tứ,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,160.0,9,4,4,2,10.0,1
Mai Hắc Đế,An Hải Tây,Sơn Trà,Đà Nẵng,100.0,1,5,4,3,13.7,1
Khúc Hạo,An Hải Bắc,Sơn Trà,Đà Nẵng,90.0,1,4,4,4,7.5,1
Phan Châu Trinh,Phước Ninh,Hải Châu,Đà Nẵng,76.5,1,6,6,4,17.0,1
Nguyễn Thị Minh Khai,Thạch Thang,Hải Châu,Đà Nẵng,290.0,9,6,6,3,43.5,1
Tiên Sơn 10,Hòa Cường Nam,Hải Châu,Đà Nẵng,87.5,1,3,3,3,6.0,1
Tôn Đức Thắng,Hòa Minh,Liên Chiểu,Đà Nẵng,130.0,1,4,4,3,8.2,1
Nguyễn Huy Tự,Hòa Minh,Liên Chiểu,Đà Nẵng,72.0,1,3,2,3,3.85,1
Bùi Kỷ,Khuê Trung,Cẩm Lệ,Đà Nẵng,95.0,1,4,3,3,6.2,1
Tiên Sơn 9,Hòa Cường Nam,Hải Châu,Đà Nẵng,75.0,1,3,2,2,5.2,1
An Thượng 5,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,75.0,1,3,4,5,11.0,1
An Thượng 9,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,117.0,9,2,2,4,10.5,1
Nguyễn Phẩm,Hòa Cường Bắc,Hải Châu,Đà Nẵng,82.0,9,3,2,2,5.4,1
Nguyễn Hàng,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,82.0,1,1,1,2,3.0,1
Huy CậN,Hòa Cường Nam,Hải Châu,Đà Nẵng,70.0,9,4,4,3,6.5,1
Thi Sách,Hòa Thuận Tây,Hải Châu,Đà Nẵng,75.0,1,4,3,3,5.75,1
Nguyễn Phước Nguyên,An Khê,Thanh Khê,Đà Nẵng,104.0,1,3,3,2,2.8,1
Tố Hữu,Hòa Cường Nam,Hải Châu,Đà Nẵng,72.0,1,4,4,4,5.7,1
Phan Bội Châu,Thạch Thang,Hải Châu,Đà Nẵng,90.0,1,4,4,4,9.5,1
Ngô Tất Tố,Hòa Cường Bắc,Hải Châu,Đà Nẵng,90.0,1,4,4,4,9.5,1
Nguyễn Lữ,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,270.0,1,4,4,2,16.0,1
Lý Đạo Thành,Mân Thái,Sơn Trà,Đà Nẵng,100.0,1,3,2,2,5.6,1
Hồ Sĩ Tân,Nại Hiên Đông,Sơn Trà,Đà Nẵng,80.0,1,2,2,2,3.95,1
Khúc Hạo,Nại Hiên Đông,Sơn Trà,Đà Nẵng,100.0,1,4,4,2,6.3,1
Nguyễn Cao Luyện,An Hải Bắc,Sơn Trà,Đà Nẵng,300.0,1,6,5,3,30.5,1
Đặng Tất,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,79.0,1,3,3,2,4.0,1
Nguyễn Văn Linh,Thạc Gián,Thanh Khê,Đà Nẵng,44.0,1,3,2,2,2.7,1
Duy Tân,Hòa Thuận Đông,Hải Châu,Đà Nẵng,40.0,1,2,2,2,6.45,1
Nguyễn Xí,Hòa Minh,Liên Chiểu,Đà Nẵng,63.0,9,3,2,2,3.6,1
Ngô Quyền,An Hải Đông,Sơn Trà,Đà Nẵng,64.0,1,4,4,3,8.5,1
Hưng Hóa,Hòa Cường Nam,Hải Châu,Đà Nẵng,60.0,1,2,2,3,4.95,1
Mỹ Khê,Phước Mỹ,Sơn Trà,Đà Nẵng,94.3,1,3,3,3,8.9,1
Mai Hắc Đế,An Hải Tây,Sơn Trà,Đà Nẵng,97.0,1,5,5,3,14.0,1
Lê Lợi,Hải Châu 1,Hải Châu,Đà Nẵng,86.8,1,4,3,3,16.7,1
Lê Hữu Trác,An Hải Đông,Sơn Trà,Đà Nẵng,92.0,1,6,6,2,5.5,1
Chính Hữu,Phước Mỹ,Sơn Trà,Đà Nẵng,92.3,1,7,7,4,12.5,1
Võ Văn Kiệt,Phước Mỹ,Sơn Trà,Đà Nẵng,94.5,1,4,4,3,8.9,1
3 Tháng 2,Thuận Phước,Hải Châu,Đà Nẵng,68.0,1,4,3,3,6.6,1
Nguyễn Chích,Hòa Minh,Liên Chiểu,Đà Nẵng,80.0,1,4,4,3,3.95,1
Nguyễn Chích,Hòa Minh,Liên Chiểu,Đà Nẵng,80.0,1,2,2,2,3.95,1
Tiên Sơn 3,Hòa Cường Nam,Hải Châu,Đà Nẵng,64.0,1,3,3,3,3.8,1
Đống Đa,Hải Châu 11,Hải Châu,Đà Nẵng,60.0,9,4,4,4,12.0,1
Trần Xuân Lê,Hòa Khê,Thanh Khê,Đà Nẵng,67.5,1,3,3,2,3.5,1
Hà Chương,Phước Mỹ,Sơn Trà,Đà Nẵng,140.0,1,36,36,10,32.75,1
Huỳnh Tấn Phát,Hòa Cường Nam,Hải Châu,Đà Nẵng,95.0,1,4,4,3,9.5,1
Đặng Tử Kính,Thạch Thang,Hải Châu,Đà Nẵng,103.4,1,5,4,4,11.5,1
Lê Duy Đình,Chính Gián,Thanh Khê,Đà Nẵng,70.0,1,3,4,3,5.8,1
Phan Đăng Lưu,Hòa Cường Nam,Hải Châu,Đà Nẵng,100.0,1,4,4,3,15.0,1
Võ Chí Công,Hòa Xuân,Cẩm Lệ,Đà Nẵng,126.0,1,3,3,3,3.0,1
Lê Bình,An Hải Bắc,Sơn Trà,Đà Nẵng,89.0,1,4,4,7,13.5,1
An Thượng 9,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,75.0,1,6,6,2,8.5,1
Tiên Sơn 9,Hòa Cường Nam,Hải Châu,Đà Nẵng,75.0,1,3,2,2,5.2,1
Đào Tấn,Hòa Cường Nam,Hải Châu,Đà Nẵng,75.0,1,2,2,2,3.55,1
Duy Tân,Hòa Thuận Đông,Hải Châu,Đà Nẵng,77.0,1,3,1,2,5.7,1
Ngô Thì Sĩ,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,115.0,1,5,5,4,14.5,1
Kinh Dương Vương,Hòa Minh,Liên Chiểu,Đà Nẵng,91.0,9,3,3,2,5.9,1
Hồ Tùng Mậu,Hòa Minh,Liên Chiểu,Đà Nẵng,128.0,1,5,4,3,13.15,1
Nguyễn Hữu Dật,Hòa Cường Bắc,Hải Châu,Đà Nẵng,110.0,1,8,8,4,17.0,1
Huy CậN,Hòa Cường Nam,Hải Châu,Đà Nẵng,100.0,1,3,3,2,5.95,1
An Dương Vương,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,90.0,1,4,3,3,5.9,1
Huy CậN,Hòa Cường Nam,Hải Châu,Đà Nẵng,74.3,1,3,3,3,7.5,1
Hoàng Kế Viêm,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,115.0,1,7,7,6,18.0,1
Lê Duy Đình,Chính Gián,Thanh Khê,Đà Nẵng,67.5,1,3,3,3,5.8,1
An Xuân,Hòa Khê,Thanh Khê,Đà Nẵng,98.0,1,3,3,2,6.68,1
Nguyễn Thành Hãn,Hòa Thuận Tây,Hải Châu,Đà Nẵng,194.0,1,4,4,3,8.9,1
Hoàng Kế Viêm,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,125.0,9,3,3,7,20.0,1
Trần Tống,Vĩnh Trung,Thanh Khê,Đà Nẵng,52.0,1,3,2,2,5.3,1
Lê Tấn Trung,Thọ Quang,Sơn Trà,Đà Nẵng,160.0,1,4,4,2,10.0,1
Đống Đa,Thuận Phước,Hải Châu,Đà Nẵng,55.0,1,1,2,2,3.25,1
Trần Cao Vân,Xuân Hà,Thanh Khê,Đà Nẵng,92.6,1,3,2,2,13.5,1
Phan Tôn,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,122.1,1,10,10,10,33.0,1
Võ Nguyên Giáp,Phước Mỹ,Sơn Trà,Đà Nẵng,960.0,1,6,6,6,180.0,1
Võ Nguyên Giáp,Phước Mỹ,Sơn Trà,Đà Nẵng,600.0,1,45,45,23,500.0,1
Hùng Vương,Vĩnh Trung,Thanh Khê,Đà Nẵng,42.0,1,3,3,3,3.0,1
Tố Hữu,Hòa Cường Nam,Hải Châu,Đà Nẵng,78.8,1,4,3,3,9.5,1
An Dương Vương,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,80.0,1,3,3,3,5.9,1
Lê Đình Kỵ,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,43.2,1,4,3,4,6.5,1
Lê Đình Thám,Hòa Thuận Đông,Hải Châu,Đà Nẵng,45.0,1,4,3,4,6.5,1
Phùng Chí Kiên,Hòa Minh,Liên Chiểu,Đà Nẵng,75.0,1,3,3,3,3.25,1
Huỳnh Tấn Phát,Hòa Cường Nam,Hải Châu,Đà Nẵng,195.0,1,6,6,4,23.0,1
Hồ Nguyên Trừng,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,124.5,1,4,4,2,4.1,1
Núi Thành,Hòa Thuận Đông,Hải Châu,Đà Nẵng,85.0,1,4,4,4,6.0,1
Trần Quý Cáp,Thạch Thang,Hải Châu,Đà Nẵng,160.0,1,6,5,3,10.8,1
Hòa Minh 3,Hòa Minh,Liên Chiểu,Đà Nẵng,72.0,1,3,2,3,2.5,1
An Thượng 17,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,136.0,1,5,4,2,12.0,1
Tôn Đản,Hòa An,Cẩm Lệ,Đà Nẵng,123.0,1,4,4,3,5.2,1
Bùi Thị Xuân,An Hải Bắc,Sơn Trà,Đà Nẵng,101.0,1,4,4,3,10.5,1
Mai Am,Thuận Phước,Hải Châu,Đà Nẵng,80.0,1,3,3,3,6.3,1
Kinh Dương Vương,Hòa Minh,Liên Chiểu,Đà Nẵng,76.5,1,4,4,4,6.5,1
Hàn Mạc Tử,Thuận Phước,Hải Châu,Đà Nẵng,62.0,1,3,2,2,5.2,1
Trần Xuân Lê,Hòa Khê,Thanh Khê,Đà Nẵng,67.5,1,3,3,3,4.1,1
Tản Đà,Thạc Gián,Thanh Khê,Đà Nẵng,72.0,1,3,3,3,4.7,1
Ngô Thì Nhậm,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,97.0,1,3,3,3,6.7,1
Võ Nguyên Giáp,Phước Mỹ,Sơn Trà,Đà Nẵng,3207.0,1,6,6,8,615.0,1
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,76.5,9,4,5,3,11.0,1
Bắc Đẩu,Thanh Bình,Hải Châu,Đà Nẵng,90.7,9,3,3,2,8.5,1
Trần Đức Thông,Phước Mỹ,Sơn Trà,Đà Nẵng,90.0,9,4,4,6,12.5,1
Hùng Vương,Hải Châu 11,Hải Châu,Đà Nẵng,40.0,1,3,3,4,11.8,1
Lê Lợi,Hải Châu 1,Hải Châu,Đà Nẵng,204.0,9,2,2,2,30.0,1
Mỹ Khê,Phước Mỹ,Sơn Trà,Đà Nẵng,68.0,9,4,4,4,6.3,1
Thái Phiên,Phước Ninh,Hải Châu,Đà Nẵng,80.0,9,11,11,5,23.5,1
Khuê Mỹ Đông 4,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,105.0,1,7,6,6,11.6,1
Trần Thái Tông,An Khê,Thanh Khê,Đà Nẵng,200.0,1,5,5,3,14.0,1
Nguyễn Tri Phương,Vĩnh Trung,Thanh Khê,Đà Nẵng,800.0,1,2,2,5,160.0,1
Cao Thắng,Thanh Bình,Hải Châu,Đà Nẵng,72.0,9,6,6,5,16.0,1
Thế Lữ,An Hải Bắc,Sơn Trà,Đà Nẵng,120.0,1,4,4,3,6.0,1
An Thượng 29,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,80.0,9,7,5,5,14.15,1
An Thượng 1,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,80.0,1,8,8,7,16.5,1
Phan Thanh Tài,Hòa Thuận Đông,Hải Châu,Đà Nẵng,60.0,1,4,3,3,4.5,1
2 Tháng 9,Hòa Cường Bắc,Hải Châu,Đà Nẵng,560.0,9,1,1,3,32.5,1
Nguyễn Xí,Hòa Minh,Liên Chiểu,Đà Nẵng,80.0,1,2,2,2,3.6,1
Hải Phòng,Hải Châu 1,Hải Châu,Đà Nẵng,42.1,1,4,4,3,9.3,1
Núi Thành,Hòa Thuận Đông,Hải Châu,Đà Nẵng,85.5,1,6,5,4,17.0,1
Cách Mạng Tháng 8,Khuê Trung,Cẩm Lệ,Đà Nẵng,75.0,1,3,4,5,11.0,1
Phạm Như Xương,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng,296.0,1,4,3,2,8.8,1
Lê Đại,Hòa Cường Bắc,Hải Châu,Đà Nẵng,74.0,1,3,3,2,5.5,1
Nguyễn Tất Thành,Thanh Khê Đông,Thanh Khê,Đà Nẵng,125.0,1,3,3,3,9.5,1
Lê Văn Hưu,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,106.0,1,4,3,3,8.4,1
Xuân Diệu,Thuận Phước,Hải Châu,Đà Nẵng,106.0,1,5,5,4,12.7,1
Ngô Chi Lan,Thuận Phước,Hải Châu,Đà Nẵng,94.9,1,4,4,3,6.6,1
Hoàng Diệu,Nam Dương,Hải Châu,Đà Nẵng,55.0,1,4,3,3,11.2,1
Hoàng Văn Thụ,Phước Ninh,Hải Châu,Đà Nẵng,286.3,1,5,5,3,43.7,1
Chế Lan Viên,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,179.0,1,5,4,4,11.0,1
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,54.0,1,4,3,3,3.35,1
Hồ Xuân Hương,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,128.0,1,7,8,7,21.5,1
Khuê Mỹ Đông 1,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,102.0,1,7,7,8,12.5,1
Khuê Mỹ Đông 1,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,102.0,1,4,4,3,8.4,1
Mai Xuân Thưởng,An Khê,Thanh Khê,Đà Nẵng,94.5,1,3,3,2,6.8,1
Hồ Xuân Hương,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,90.0,9,7,8,5,13.5,1
Thái Thị Bôi,Chính Gián,Thanh Khê,Đà Nẵng,116.0,1,4,4,4,8.1,1
Dương Trí Trạch,An Hải Bắc,Sơn Trà,Đà Nẵng,65.0,1,4,4,4,6.2,1
Mỹ Khê,Phước Mỹ,Sơn Trà,Đà Nẵng,94.5,1,4,4,3,8.9,1
Ngô Gia Tự,Hải Châu 1,Hải Châu,Đà Nẵng,107.3,1,7,8,6,27.0,1
